Item Code,Item Group,Default Unit of Measure,Standard Selling Rate,Brand,Allow Purchase,Item Name,Default Warehouse (Item Defaults),Company (Item Defaults),Barcode
810607000250 ,Phone Back Film,Nos,17,Rockspace,1,"Rockspace BackFilm  Vivid Back Film (290*225mm) ,Size:L Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402742591 
810607000557 ,Phone Back Film,Nos,17,Rockspace,1,"Rockspace BackFilm  Vivid Back Film (290*225mm) ,Size:L Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402746759
810607000559 ,Phone Back Film,Nos,17,Rockspace,1,"Rockspace BackFilm  Vivid Back Film (290*225mm) ,Size:L Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402746773
810607001558 ,Phone Back Film,Nos,18,Rockspace,1,"Rockspace BackFilm Luxury Foil Back Film 290*225mm,Size:L Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402760601 
810607002617 ,Phone Back Film,Nos,19,Rockspace,1,"Rockspace BackFilm Translucent Embossing Back Film 290*225mm,Size:L Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402769536 
810607002618 ,Phone Back Film,Nos,19,Rockspace,1,"Rockspace BackFilm Translucent Embossing Back Film 290*225mm,Size:L Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402769543 
810607002619 ,Phone Back Film,Nos,19,Rockspace,1,"Rockspace BackFilm Translucent Embossing Back Film 290*225mm,Size:L Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402769550 
810607001563 ,Phone Back Film,Nos,35,Rockspace,1,"Rockspace BackFilm Translucent Embossing Back Film  410*290mm,Size:XL Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402760656 
810607001564 ,Phone Back Film,Nos,35,Rockspace,1,"Rockspace BackFilm Translucent Embossing Back Film  410*290mm,Size:XL Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402760663 
810607002620 ,Phone Back Film,Nos,36,Rockspace,1,"Rockspace BackFilm Translucent Embossing Back Film  410*290mm,Size:XL Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402769567 
810607002622 ,Phone Back Film,Nos,36,Rockspace,1,"Rockspace BackFilm Translucent Embossing Back Film  410*290mm,Size:XL Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402769581 
810607001566 ,Phone Back Film,Nos,35,Rockspace,1,"Rockspace BackFilm Luxury Foil Back Film 290*225mm,Size:XL Pack Qty3pcs",ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402760687 
880206020004 ,Plotter Accessories,Nos,26,Rockspace,1,Rockspace UV Curing Lamp RCL1001 (10W),ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402762889
811007000002 ,Plotter Accessories,Nos,18,Rockspace,1,Rockspace rock space Heating Pen for Film Installation (5 pcs) 75414,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402775414
880202070035 ,Plotter Accessories,Nos,16,Rockspace,1,Rockspace ZC1/ZC1 Max/ZC3/ZC2-Lite UV Blade (1pcs) 70983 (Rose Gold),ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402770983
880202070039 ,Plotter Accessories,Nos,16,Rockspace,1,Rockspace ZC2/C180/C210/C180B UV Blade (1pcs) 74431 (Black),ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402774431
880202070025 ,Plotter Accessories,Nos,20,Rockspace,1,Rockspace ZC1?Blade 1pcs (upgraded) + Adhesive tape (uv),ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402765828
880202070033 ,Plotter Accessories,Nos,47,Rockspace,1,Rockspace ZC2-lite?Blade 3packs (upgraded) + Adhesive tape (uv),ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402768331
880202070029 ,Plotter Accessories,Nos,47,Rockspace,1,Rockspace ZC2 ?Blade 3pcs (upgraded) + Adhesive tape (uv),ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402766627
880202020007 ,Plotter Accessories,Nos,31,Rockspace,1,Rockspace  ZC1/ZC1-A?Blade housing for ZC1/ZC1-A Plotter   ,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402710804
880202070034 ,Plotter Accessories,Nos,16,Rockspace,1,Rockspace ZC3/ZC3-B blade housing ,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402768577
880201070010 ,Plotter Accessories,Nos,4,Rockspace,1,Rockspace Plotter Non-slip Mat,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402745929
810201000435 ,Plotter Accessories,Nos,3,Rockspace,1,Rockspace Scratch card for C180/ C210/ ZC1/ZC1-A Plotter (5 packs)   ,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402715175
880206070160 ,Plotter Accessories,Nos,2,Rockspace,1,Rockspace Large scratch card for laptop,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402763770
810201000436 ,Plotter Accessories,Nos,5,Rockspace,1,Rockspace Screen Cleanser,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402715182
810201000438 ,Plotter Accessories,Nos,2,Rockspace,1,Rockspace Screen cleaning cloth 5,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402715359
880101020011 ,Heat Transfer,Nos,580,Rockspace,1,Rockspace HT  Heat Transfer Machine 220V 71782 Material: Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880101020011 
880207020001 ,Heat Transfer,Nos,450,Rockspace,1,Rockspace HT  Epson L8058 Heat Transfer Printer 73199 Material: Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020001 
880207020031 ,Heat Transfer,Nos,70,Rockspace,1,Rockspace HT  Dye Sublimation Ink 6 Colors EP8050/EP805 74196 Material: Pack Qty:6pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020031 
880206020026 ,Heat Transfer,Nos,8,Rockspace,1,Rockspace HT  Transferrable Film 1*5 Blank Film 70969 Material: Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880206020026 
880207020048 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 15 Pro Max Creative Double Layer Case Fixture 75735 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020048 
880207020049 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 15 Pro Creative Double Layer Case Fixture 75742 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020049 
880207020050 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 15 Plus Creative Double Layer Case Fixture 75759 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020050 
880207020051 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 15 Creative Double Layer Case Fixture 75766 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020051 
880207020003 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone XS Creative Double Layer Case Fixture 51487 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020003 
880207020017 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Redmi Note 10 Pro/Pro max(India 4G) Creative Double Layer Case Fixture 73915 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020017 
880207020018 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  XiaoMi 11 Lite(4G/5G)/5G NE Creative Double Layer Case Fixture 73922 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020018 
880207020019 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  XiaoMi Redmi Note 10S Creative Double Layer Case Fixture 73939 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020019 
880207020020 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  XiaoMi 11T/11T Pro(5G) Creative Double Layer Case Fixture 73946 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020020 
880207020021 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  XiaoMi 12/12X Creative Double Layer Case Fixture 73953 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020021 
880207020022 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  XiaoMi 12 PRO(5G) reative Double Layer Case Fixture 73960 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020022 
880207020004 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S21 Creative Double Layer Case Fixture 73595 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020004 
880207020005 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S21+ Creative Double Layer Case Fixture 73601 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020005 
880207020006 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S21 Ultra Creative Double Layer Case Fixture 73618 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020006 
880207020007 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S22 Creative Double Layer Case Fixture 73625 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020007 
880207020008 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S22+ Creative Double Layer Case Fixture 73632 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020008 
880207020009 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S22 Ultra Creative Double Layer Case Fixture 73649 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020009 
880207020010 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S23 Creative Double Layer Case Fixture 73656 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020010 
880207020011 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S23+ Creative Double Layer Case Fixture 73663 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020011 
880207020012 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S23 Ultra Creative Double Layer Case Fixture 73670 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020012 
880207020015 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung Note20 Creative Double Layer Case Fixture 73892 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020015 
880207020016 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung Note20 Ultra Creative Double Layer Case Fixture 73908 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020016 
880207020023 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S7 Creative Double Layer Case Fixture 74110 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020023 
880207020024 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S8 Creative Double Layer Case Fixture 74127 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020024 
880207020025 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S9 Plus Creative Double Layer Case Fixture 74134 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020025 
880207020026 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S10 Creative Double Layer Case Fixture 74141 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020026 
880207020027 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S10e Creative Double Layer Case Fixture 74158 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020027 
880207020028 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S10 Plus Creative Double Layer Case Fixture 74165 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020028 
880207020029 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung A13(4G) Creative Double Layer Case Fixture 74172 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020029 
880206020027 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 13 Creative Double Layer Case Fixture 71805 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880206020027 
880207020046 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone13 mini Creative Double Layer Case Fixture 75537 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020046 
880108020001 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 13 Pro Creative Double Layer Case Fixture 72239 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020001 
880108020002 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 13 Pro Max Creative Double Layer Case Fixture 72246 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020002 
880108020003 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 14 Creative Double Layer Case Fixture 72253 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020003 
880108020004 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 14 Pro Creative Double Layer Case Fixture 72260 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020004 
880108020005 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 14 Plus Creative Double Layer Case Fixture 72277 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020005 
880108020006 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 14 Pro Max Creative Double Layer Case Fixture 72284 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020006 
880108020013 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 11 Creative Double Layer Case Fixture 72970 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020013 
880108020014 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 11 Pro Creative Double Layer Case Fixture 72987 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020014 
880108020015 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 11 Pro Max Creative Double Layer Case Fixture 72994 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020015 
880108020016 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 12/12Pro Creative Double Layer Case Fixture 73007 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020016 
880207020045 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone12 mini Creative Double Layer Case Fixture 75520 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020045 
880108020017 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 12 Pro Max Creative Double Layer Case Fixture 73014 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020017 
880207020052 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 15 Pro Max Original Single Layer Case Fixture 75773 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020052 
880207020053 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 15 Pro Original Single Layer Case Fixture 75780 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020053 
880207020054 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 15 Plus Original Single Layer Case Fixture 75797 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020054 
880207020055 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 15 Original Single Layer Case Fixture 75803 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020055 
880108020007 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT   iPhone 13 Original Single Layer Case Fixture 72291 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020007 
880108020008 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT   iPhone 13 Pro Original Single Layer Case Fixture 72307 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020008 
880108020009 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT   iPhone 13 Pro Max Original Single Layer Case Fixture 72314 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020009 
880108020010 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT   iPhone 14 Original Single Layer Case Fixture 72321 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020010 
880108020011 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT   iPhone 14 Pro Original Single Layer Case Fixture 72338 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020011 
880108020012 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT   iPhone 14 Plus Original Single Layer Case Fixture 72345 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020012 
880206020028 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT   iPhone 14 Pro Max Original Single Layer Case Fixture 71812 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880206020028 
880108020018 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 11 Original Single Layer Case Fixture 73021 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020018 
880108020019 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 11 Pro Original Single Layer Case Fixture 73038 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020019 
880108020020 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 11 Pro Max Original Single Layer Case Fixture 73045 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020020 
880108020021 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 12/12Pro Original Single Layer Case Fixture 73052 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020021 
880108020022 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  iPhone 12 Pro Max Original Single Layer Case Fixture 73069 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880108020022 
880207020047 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung S23 ultra Original Single Layer Case Fixture 75643 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020047 
880207020030 ,Heat Transfer,Nos,11,Rockspace,1,Rockspace HT  Samsung Note20 ultra Original Single Layer Case Fixture 74189 Material:Aluminium Alloy Pack Qty:1pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,880207020030 
811202000038 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 15 Pro Max Original Single Layer Case Gloss 1*5 75698 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000038 
811202000039 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 15 Pro Original Single Layer Case Gloss 1*5 75704 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000039 
811202000040 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 15 Plus Original Single Layer Case Gloss 1*5 75711 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000040 
811202000041 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 15 Original Single Layer Case Gloss 1*5 75728 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000041 
810102002248 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT   iPhone 14 Pro Max Original Single Layer Case Gloss 1*5 71881 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002248 
810102002256 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT   iPhone 14 Plus Original Single Layer Case Gloss 1*5 72178 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002256 
810102002257 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT   iPhone 14 Pro Original Single Layer Case Gloss 1*5 72185 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002257 
810102002258 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT   iPhone 14 Original Single Layer Case Gloss 1*5 72192 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002258 
810102002259 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT   iPhone 13 Original Single Layer Case Gloss 1*5 72208 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002259 
810102002260 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT   iPhone 13 Pro Original Single Layer Case Gloss 1*5 72215 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002260 
810102002261 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT   iPhone 13 Pro Max Original Single Layer Case Gloss 1*5 72222 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002261 
810102002271 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 11 Original Single Layer Case Gloss 1*5 72871 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002271 
810102002282 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 11 Pro Original Single Layer Case Gloss 1*5 72888 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002282 
810102002283 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 11 Pro Max Original Single Layer Case Gloss 1*5 72895 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002283 
810102002284 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 12 Original Single Layer Case Gloss 1*5 72901 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002284 
811202000001 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 12 Pro Original Single Layer Case Gloss 1*5 73151 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000001 
810102002285 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  iPhone 12 Pro Max Original Single Layer Case Gloss 1*5 72918 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002285 
811202000033 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  Samsung S23 ultra Original Single Layer Case Gloss 1*5 75636 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000033 
811202000029 ,Heat Transfer,Nos,7,Rockspace,1,Rockspace HT  Samsung Note20 ultra Original Single Layer Case Gloss 1*5 Material:PBT Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000029 
811202000014 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Redmi Note 10 Pro/Pro max(India 4G)  Creative Double Layer Case Gloss 1*5 73830 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000014 
811202000015 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  XiaoMi 11 Lite(4G/5G)/5G NE Creative Double Layer Case Gloss 1*5 73847 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000015 
811202000016 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  XiaoMi Redmi Note 10S Creative Double Layer Case Gloss 1*5 73854 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000016 
811202000017 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  XiaoMi 11T/11T Pro(5G) Creative Double Layer Case Gloss 1*5 73861 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000017 
811202000018 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  XiaoMi 12/12X Creative Double Layer Case Gloss 1*5 73878 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000018 
811202000019 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  XiaoMi 12 PRO(5G)  Creative Double Layer Case Gloss 1*5 73885 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000019 
811202000003 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S21 Creative Double Layer Case Gloss 1*5 73687 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000003 
811202000004 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S21+ Creative Double Layer Case Gloss 1*5 73694 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000004 
811202000005 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S21 Ultra Creative Double Layer Case Gloss 1*5 73700 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000005 
